Year,county,totpop,unemp,unemp_rate
2005,"Indiana County, Pennsylvania",12406,17,0.137030469
2005,"Lackawanna County, Pennsylvania",35183,0,0
2005,"Lancaster County, Pennsylvania",62843,119,0.189360788
2005,"Lawrence County, Pennsylvania",15947,37,0.232018561
2005,"Lebanon County, Pennsylvania",18433,0,0
2005,"Lehigh County, Pennsylvania",46330,160,0.345348586
2005,"Luzerne County, Pennsylvania",52651,46,0.087367761
2005,"Lycoming County, Pennsylvania",17939,36,0.200680083
2005,"Mercer County, Pennsylvania",19788,0,0
2005,"Monroe County, Pennsylvania",17684,222,1.255372088
2005,"Montgomery County, Pennsylvania",105747,209,0.197641541
2005,"Northampton County, Pennsylvania",39178,103,0.262902649
2005,"Northumberland County, Pennsylvania",15969,156,0.97689273
2005,"Philadelphia County, Pennsylvania",178332,604,0.338694121
2005,"Schuylkill County, Pennsylvania",25469,22,0.08637952
2005,"Somerset County, Pennsylvania",13322,0,0
2005,"Washington County, Pennsylvania",33480,70,0.209080048
2005,"Westmoreland County, Pennsylvania",62641,48,0.076627129
2005,"York County, Pennsylvania",52110,62,0.118979083
2005,"Kent County, Rhode Island",23445,120,0.511836212
2005,"Newport County, Rhode Island",11973,0,0
2005,"Providence County, Rhode Island",80030,433,0.541047107
2005,"Washington County, Rhode Island",16592,0,0
2005,"Aiken County, South Carolina",19614,0,0
2005,"Anderson County, South Carolina",23211,127,0.547154366
2005,"Beaufort County, South Carolina",23668,75,0.316883556
2005,"Berkeley County, South Carolina",13569,0,0
2005,"Charleston County, South Carolina",37358,207,0.554098185
2005,"Darlington County, South Carolina",7903,0,0
2005,"Dorchester County, South Carolina",10300,0,0
2005,"Florence County, South Carolina",14641,84,0.573731303
2005,"Greenville County, South Carolina",46730,317,0.678365076
2005,"Greenwood County, South Carolina",8429,0,0
2005,"Horry County, South Carolina",35178,49,0.139291603
2005,"Laurens County, South Carolina",8243,41,0.497391726
2005,"Lexington County, South Carolina",23941,0,0
2005,"Oconee County, South Carolina",11436,60,0.524658972
2005,"Orangeburg County, South Carolina",11688,0,0
2005,"Pickens County, South Carolina",13214,0,0
2005,"Richland County, South Carolina",30818,0,0
2005,"Spartanburg County, South Carolina",31568,66,0.209072478
2005,"Sumter County, South Carolina",11997,170,1.417020922
2005,"York County, South Carolina",18605,120,0.644987906
2005,"Minnehaha County, South Dakota",17230,88,0.510737086
2005,"Pennington County, South Dakota",10987,0,0
2005,"Anderson County, Tennessee",11254,92,0.817487116
2005,"Blount County, Tennessee",15885,0,0
2005,"Bradley County, Tennessee",11428,0,0
2005,"Davidson County, Tennessee",60096,0,0
2005,"Greene County, Tennessee",9749,0,0
2005,"Hamilton County, Tennessee",41284,56,0.135645771
2005,"Knox County, Tennessee",48021,44,0.09162658
2005,"Madison County, Tennessee",10614,0,0
2005,"Maury County, Tennessee",8590,0,0
2005,"Montgomery County, Tennessee",11100,0,0
2005,"Putnam County, Tennessee",9123,0,0
2005,"Rutherford County, Tennessee",15172,0,0
2005,"Sevier County, Tennessee",10607,0,0
2005,"Shelby County, Tennessee",84418,407,0.482124665
2005,"Sullivan County, Tennessee",24181,83,0.343244696
2005,"Sumner County, Tennessee",15169,0,0
2005,"Washington County, Tennessee",15415,0,0
2005,"Williamson County, Tennessee",12641,56,0.443002927
2005,"Wilson County, Tennessee",9685,45,0.464636035
2005,"Angelina County, Texas",10208,0,0
2005,"Bastrop County, Texas",7208,0,0
2005,"Bell County, Texas",21897,0,0
2005,"Bexar County, Texas",148268,342,0.230663393
2005,"Bowie County, Texas",10560,12,0.113636364
2005,"Brazoria County, Texas",23465,0,0
2005,"Brazos County, Texas",9847,0,0
2005,"Cameron County, Texas",38623,59,0.152758719
2005,"Collin County, Texas",38359,124,0.323261816
2005,"Comal County, Texas",12606,0,0
2005,"Coryell County, Texas",4436,0,0
2005,"Dallas County, Texas",181000,1692,0.93480663
2005,"Denton County, Texas",28031,19,0.067782098
2005,"Ector County, Texas",13185,0,0
2005,"Ellis County, Texas",11644,0,0
2005,"El Paso County, Texas",71885,278,0.386728803
2005,"Fort Bend County, Texas",27313,172,0.629736755
2005,"Galveston County, Texas",28723,523,1.820840441
2005,"Grayson County, Texas",15583,77,0.494128217
2005,"Gregg County, Texas",14558,39,0.267893941
2005,"Guadalupe County, Texas",11773,54,0.458676633
2005,"Harris County, Texas",271150,1160,0.427807487
2005,"Hays County, Texas",9068,15,0.16541685
2005,"Henderson County, Texas",13307,0,0
2005,"Hidalgo County, Texas",61781,161,0.260597918
2005,"Hunt County, Texas",9521,36,0.378111543
2005,"Jefferson County, Texas",31218,0,0
2005,"Johnson County, Texas",14475,0,0
2005,"Kaufman County, Texas",7950,123,1.547169811
2005,"Liberty County, Texas",7318,29,0.396283137
2005,"Lubbock County, Texas",27004,71,0.262924011
2005,"McLennan County, Texas",25066,152,0.606399106
2005,"Midland County, Texas",13495,0,0
2005,"Montgomery County, Texas",32379,241,0.744309583
2005,"Nueces County, Texas",34161,60,0.175638886
2005,"Orange County, Texas",11022,0,0
2005,"Parker County, Texas",10193,359,3.522024919
2005,"Potter County, Texas",11895,0,0
2005,"Randall County, Texas",11777,61,0.517958733
2005,"San Patricio County, Texas",7398,21,0.283860503
2005,"Smith County, Texas",24861,73,0.293632597
2005,"Tarrant County, Texas",127807,711,0.556307557
2005,"Taylor County, Texas",14861,0,0
2005,"Tom Green County, Texas",13494,0,0
2005,"Travis County, Texas",56909,560,0.984027131
2005,"Victoria County, Texas",10150,0,0
2005,"Webb County, Texas",16305,0,0
2005,"Wichita County, Texas",16175,0,0
2005,"Williamson County, Texas",23525,0,0
2005,"Cache County, Utah",6839,0,0
2005,"Davis County, Utah",19849,0,0
2005,"Salt Lake County, Utah",74955,292,0.389567074
2005,"Utah County, Utah",27348,38,0.138949832
2005,"Washington County, Utah",19410,95,0.489438434
2005,"Weber County, Utah",20073,0,0
2005,"Chittenden County, Vermont",14245,56,0.393120393
2005,"Albemarle County, Virginia",10438,0,0
2005,"Arlington County, Virginia",18660,154,0.825294748
2005,"Augusta County, Virginia",8638,34,0.393609632
2005,"Bedford County, Virginia",8125,0,0
2005,"Chesterfield County, Virginia",20897,0,0
2005,"Fairfax County, Virginia",86258,468,0.542558371
2005,"Frederick County, Virginia",7044,0,0
2005,"Hanover County, Virginia",10407,0,0
2005,"Henrico County, Virginia",31514,157,0.49819128
2005,"Loudoun County, Virginia",13019,36,0.276518934
2005,"Montgomery County, Virginia",7144,0,0
2005,"Prince William County, Virginia",18917,0,0
2005,"Roanoke County, Virginia",12564,60,0.477554919
2005,"Rockingham County, Virginia",9167,0,0
2005,"Spotsylvania County, Virginia",8428,0,0
2005,"Stafford County, Virginia",6338,0,0
2005,"Alexandria city, Virginia",13373,0,0
2005,"Chesapeake city, Virginia",19245,165,0.857365549
2005,"Hampton city, Virginia",15256,54,0.353959098
2005,"Lynchburg city, Virginia",10093,0,0
2005,"Newport News city, Virginia",17428,41,0.235253615
2005,"Norfolk city, Virginia",22457,0,0
2005,"Portsmouth city, Virginia",12675,113,0.891518738
2005,"Richmond city, Virginia",25439,587,2.30748064
2005,"Roanoke city, Virginia",14579,0,0
2005,"Suffolk city, Virginia",7687,0,0
2005,"Virginia Beach city, Virginia",39968,213,0.532926341
2005,"Benton County, Washington",16168,0,0
2005,"Chelan County, Washington",9688,0,0
2005,"Clallam County, Washington",15274,0,0
2005,"Clark County, Washington",38051,0,0
2005,"Cowlitz County, Washington",12165,0,0
2005,"Grant County, Washington",8743,0,0
2005,"Grays Harbor County, Washington",10115,0,0
2005,"Island County, Washington",12374,0,0
2005,"King County, Washington",178237,385,0.216004533
2005,"Kitsap County, Washington",25972,118,0.454335438
2005,"Lewis County, Washington",10869,93,0.855644494
2005,"Pierce County, Washington",73922,138,0.186683261
2005,"Skagit County, Washington",15437,13,0.084213254
2005,"Snohomish County, Washington",59069,0,0
2005,"Spokane County, Washington",51015,118,0.231304518
2005,"Thurston County, Washington",25671,0,0
2005,"Whatcom County, Washington",21001,0,0
2005,"Yakima County, Washington",24367,0,0
2005,"Berkeley County, West Virginia",9725,0,0
2005,"Cabell County, West Virginia",14604,0,0
2005,"Harrison County, West Virginia",10454,0,0
2005,"Kanawha County, West Virginia",30828,19,0.061632282
2005,"Monongalia County, West Virginia",8635,0,0
2005,"Raleigh County, West Virginia",11727,46,0.392257184
2005,"Wood County, West Virginia",12984,0,0
2005,"Brown County, Wisconsin",23797,0,0
2005,"Dane County, Wisconsin",41038,68,0.165700083
2005,"Dodge County, Wisconsin",11127,0,0
2005,"Eau Claire County, Wisconsin",11175,0,0
2005,"Fond du Lac County, Wisconsin",12649,0,0
2005,"Jefferson County, Wisconsin",9069,24,0.264637777
2005,"Kenosha County, Wisconsin",16619,24,0.144413021
2005,"La Crosse County, Wisconsin",12641,62,0.490467526
2005,"Manitowoc County, Wisconsin",11992,14,0.116744496
2005,"Marathon County, Wisconsin",16021,0,0
2005,"Milwaukee County, Wisconsin",103527,48,0.046364716
2005,"Outagamie County, Wisconsin",18372,162,0.881776617
2005,"Ozaukee County, Wisconsin",11405,80,0.701446734
2005,"Portage County, Wisconsin",7492,0,0
2005,"Racine County, Wisconsin",22674,0,0
2005,"Rock County, Wisconsin",19052,0,0
2005,"St. Croix County, Wisconsin",6401,0,0
2005,"Sheboygan County, Wisconsin",14845,0,0
2005,"Walworth County, Wisconsin",11735,0,0
2005,"Washington County, Wisconsin",14153,0,0
2005,"Waukesha County, Wisconsin",45897,94,0.204806414
2005,"Winnebago County, Wisconsin",18621,0,0
2005,"Wood County, Wisconsin",11520,0,0
2005,"Laramie County, Wyoming",9779,69,0.705593619
2005,"Natrona County, Wyoming",8203,73,0.889918323
2006,"Baldwin County, Alabama",26994,66,0.244498778
2006,"Calhoun County, Alabama",16733,76,0.454192315
2006,"Cullman County, Alabama",11909,0,0
2006,"DeKalb County, Alabama",9202,0,0
2006,"Elmore County, Alabama",8411,0,0
2006,"Etowah County, Alabama",16041,51,0.317935291
2006,"Houston County, Alabama",13602,9,0.06616674
2006,"Jefferson County, Alabama",87277,162,0.185615913
2006,"Lauderdale County, Alabama",13803,48,0.347750489
2006,"Lee County, Alabama",10746,58,0.539735716
2006,"Limestone County, Alabama",8373,30,0.358294518
2006,"Madison County, Alabama",36973,46,0.124415114
2006,"Marshall County, Alabama",12859,0,0
2006,"Mobile County, Alabama",49414,119,0.240822439
2006,"Montgomery County, Alabama",26291,57,0.21680423
2006,"Morgan County, Alabama",15401,0,0
2006,"St. Clair County, Alabama",9521,16,0.168049575
2006,"Shelby County, Alabama",15404,0,0
2006,"Talladega County, Alabama",10947,0,0
2006,"Tuscaloosa County, Alabama",18976,0,0
2006,"Walker County, Alabama",10759,96,0.892276234
2006,"Anchorage Municipality, Alaska",17568,0,0
2006,"Fairbanks North Star Borough, Alaska",5093,0,0
2006,"Matanuska-Susitna Borough, Alaska",5501,0,0
2006,"Cochise County, Arizona",20594,0,0
2006,"Coconino County, Arizona",10530,0,0
2006,"Maricopa County, Arizona",417424,827,0.198119897
2006,"Mohave County, Arizona",40317,132,0.327405313
2006,"Navajo County, Arizona",12398,41,0.3306985
2006,"Pima County, Arizona",137837,140,0.101569245
2006,"Pinal County, Arizona",37344,0,0
2006,"Yavapai County, Arizona",46168,0,0
2006,"Yuma County, Arizona",32948,76,0.230666505
2006,"Benton County, Arkansas",23976,0,0
2006,"Craighead County, Arkansas",10231,0,0
2006,"Faulkner County, Arkansas",9551,0,0
2006,"Garland County, Arkansas",19184,63,0.328398666
2006,"Jefferson County, Arkansas",10227,0,0
2006,"Pulaski County, Arkansas",43574,324,0.743562675
2006,"Saline County, Arkansas",12203,0,0
2006,"Sebastian County, Arkansas",15700,0,0
2006,"Washington County, Arkansas",17542,0,0
2006,"White County, Arkansas",10275,48,0.467153285
2006,"Alameda County, California",155081,264,0.17023362
2006,"Butte County, California",32159,62,0.192792064
2006,"Contra Costa County, California",118244,152,0.128547749
2006,"El Dorado County, California",20282,40,0.197219209
2006,"Fresno County, California",86033,238,0.276638034
2006,"Humboldt County, California",16124,0,0
2006,"Imperial County, California",16350,108,0.660550459
2006,"Kern County, California",68162,0,0
2006,"Kings County, California",10718,0,0
2006,"Lake County, California",10260,0,0
2006,"Los Angeles County, California",1013339,2922,0.288353651
2006,"Madera County, California",14736,97,0.6582519
2006,"Marin County, California",36668,0,0
2006,"Mendocino County, California",12276,0,0
2006,"Merced County, California",22569,0,0
2006,"Monterey County, California",40651,104,0.255836265
2006,"Napa County, California",18988,183,0.963766589
2006,"Nevada County, California",16574,0,0
2006,"Orange County, California",323279,827,0.255816184
2006,"Placer County, California",47184,44,0.09325195
2006,"Riverside County, California",227420,623,0.273942485
2006,"Sacramento County, California",150930,137,0.090770556
2006,"San Bernardino County, California",161980,618,0.381528584
2006,"San Diego County, California",326903,795,0.243191405
2006,"San Francisco County, California",109887,475,0.432262233
2006,"San Joaquin County, California",65277,133,0.203747108
2006,"San Luis Obispo County, California",36962,0,0
2006,"San Mateo County, California",91732,114,0.124275062
2006,"Santa Barbara County, California",51383,192,0.373664442
2006,"Santa Clara County, California",182175,705,0.386990531
2006,"Santa Cruz County, California",25880,0,0
2006,"Shasta County, California",26972,165,0.611745514
2006,"Solano County, California",43058,104,0.241534674
2006,"Sonoma County, California",59581,76,0.127557443
2006,"Stanislaus County, California",50909,420,0.825001473
2006,"Sutter County, California",11198,0,0
2006,"Tulare County, California",38663,63,0.162946486
2006,"Ventura County, California",86243,205,0.237700451
2006,"Yolo County, California",18266,0,0
2006,"Yuba County, California",6213,0,0
2006,"Adams County, Colorado",32270,49,0.151843818
2006,"Arapahoe County, Colorado",52210,150,0.287301283
2006,"Boulder County, Colorado",24175,62,0.256463289
2006,"Denver County, Colorado",60889,90,0.147809949
2006,"Douglas County, Colorado",13096,0,0
2006,"El Paso County, Colorado",53331,69,0.12938066
2006,"Jefferson County, Colorado",58665,0,0
2006,"Larimer County, Colorado",28934,132,0.456210686
2006,"Mesa County, Colorado",20555,93,0.452444661
2006,"Pueblo County, Colorado",22749,0,0
2006,"Weld County, Colorado",18781,77,0.409988818
2006,"Fairfield County, Connecticut",116951,540,0.461731836
2006,"Hartford County, Connecticut",123476,395,0.319900224
2006,"Litchfield County, Connecticut",26931,134,0.497567859
2006,"Middlesex County, Connecticut",22968,0,0
2006,"New Haven County, Connecticut",115770,561,0.484581498
2006,"New London County, Connecticut",34498,90,0.260884689
2006,"Tolland County, Connecticut",15887,0,0
2006,"Windham County, Connecticut",13984,74,0.529176201
2006,"Kent County, Delaware",18480,130,0.703463203
2006,"New Castle County, Delaware",61337,113,0.184228117
2006,"Sussex County, Delaware",34737,0,0
2006,"District of Columbia, District of Columbia",71455,267,0.373661745
2006,"Alachua County, Florida",23448,23,0.098089389
2006,"Bay County, Florida",22650,110,0.485651214
2006,"Brevard County, Florida",106559,231,0.216781314
2006,"Broward County, Florida",250454,560,0.223593953
2006,"Charlotte County, Florida",48180,152,0.315483603
2006,"Citrus County, Florida",40964,53,0.129381896
2006,"Clay County, Florida",17727,211,1.190274722
2006,"Collier County, Florida",76653,109,0.142199262
2006,"Duval County, Florida",86781,304,0.350307095
2006,"Escambia County, Florida",42898,0,0
2006,"Flagler County, Florida",20056,51,0.254287994
2006,"Hernando County, Florida",42617,0,0
2006,"Highlands County, Florida",30282,0,0
2006,"Hillsborough County, Florida",133378,208,0.155947758
2006,"Indian River County, Florida",33016,51,0.15447056
2006,"Lake County, Florida",78352,235,0.299928528
2006,"Lee County, Florida",127090,101,0.079471241
2006,"Leon County, Florida",21376,0,0
2006,"Manatee County, Florida",69094,114,0.164992619
2006,"Marion County, Florida",74828,182,0.243224461
2006,"Martin County, Florida",36513,114,0.312217566
2006,"Miami-Dade County, Florida",341525,1607,0.470536564
2006,"Monroe County, Florida",12319,0,0
2006,"Nassau County, Florida",10137,0,0
2006,"Okaloosa County, Florida",23587,0,0
2006,"Orange County, Florida",99531,103,0.103485346
2006,"Osceola County, Florida",27420,130,0.474106492
2006,"Palm Beach County, Florida",271705,850,0.312839293
2006,"Pasco County, Florida",94885,324,0.341465985
2006,"Pinellas County, Florida",191529,735,0.383753896
2006,"Polk County, Florida",96606,45,0.046580958
2006,"Putnam County, Florida",14583,0,0
2006,"St. Johns County, Florida",24053,0,0
